address,gender,area_name,area_type,business_type,held_roles
0x3Ee224b3d93aDbdc095F78CC078549995329aDE6,Female,Mukuru Nairobi,urban,labour,beneficiary
0xB9ab4aE90b0C56592716396a91d49Db85D9F81dC,Female,Kinango Kwale,rural,farming,beneficiary
0xB9fEf6555f7aBAA2766E25c8c8B24799b2E5e312,Male,Mukuru Nairobi,urban,transport,beneficiary
0x6859F35987fAc3D910B1B14a110699AfD9881309,Male,Mukuru Nairobi,urban,food,beneficiary
0xf8D38e60e396150aBD18c2f34300ac6a05f6EbF0,Female,Mukuru Nairobi,urban,shop,beneficiary
0xA655aa7073a3879debaC9Dc97Ee1948418aB2Adb,Female,Mukuru Nairobi,urban,water,beneficiary
0x74c0e1BEf5fcA3cdF25223cB5375F9dEe38Fc7bA,Female,Mukuru Nairobi,urban,labour,beneficiary
0xBFC55ea7D91B6E10520e3832Ba37Fd1cC70949cC,Female,Misc Nairobi,urban,food,beneficiary
0x8333a08B96A502f97724f8202bBf33968f11d002,Female,Mukuru Nairobi,urban,labour,beneficiary
0xd5B3513438810e078a48F25fa96d70b65fC2F67b,Female,Mukuru Nairobi,urban,shop,beneficiary
0xEA2951BC72902B82Ef4E1978dAc24aF985C8A7Eb,Female,Mukuru Nairobi,urban,water,beneficiary
0x2815D9abC29198C62Af926bEA246f161caF6762e,Male,Mukuru Nairobi,urban,food,beneficiary
0x8C61eB1A4A4E53BaeE578793AcE67d5065840d31,Female,Mukuru Nairobi,urban,labour,beneficiary
0x1E2B0c90a6096224d6fe8475CDd26426ee0eB439,Female,Mukuru Nairobi,urban,water,beneficiary
0x648C8798884EF43be19A03Df31dE08985b86C14D,Female,Mukuru Nairobi,urban,labour,beneficiary
0x8ad41c2380998461B7d0D75DFde11d8d90298821,Female,Mukuru Nairobi,urban,shop,beneficiary
0xc776DB933D3B71f3A091d815057077dB1957C684,Female,Mukuru Nairobi,urban,fuel/energy,beneficiary
0xA4105Cf07df971B0d01b8a6867e451318262e397,Male,Mukuru Nairobi,urban,shop,beneficiary
0xDfdcEAf2dB78d10A2643426332763351d5D56384,Male,Kinango Kwale,rural,shop,beneficiary
0xeA3fB5E5339dc6904Ee694e1141B4B673DCA906F,Male,Kinango Kwale,rural,farming,beneficiary
0xe856d8543F2DfC40F3b343C4449bf57A5305f752,Female,Mukuru Nairobi,urban,labour,beneficiary
0x482b12B5C24eab5877AB0a12b46384FBDEfBA02b,Female,Mukuru Nairobi,urban,labour,beneficiary
0xAF6F7CC5dDE85DA502a7c23C9BAEa72183D2f078,Female,Mukuru Nairobi,urban,shop,beneficiary
0xDA94d48d3D0Ac070648089621B5869B56795213f,Female,Kinango Kwale,rural,farming,beneficiary
0x1EFC3599F121C572f4BE214CB1a2091A42Ad49ba,Female,Mukuru Nairobi,urban,shop,beneficiary
0xE604884353416Fc9e32b3FCD6468515d136E35AA,Female,Mukuru Nairobi,urban,food,beneficiary
0x9AE34482f36b197738588a82DCD4ED3429972F99,Female,Mukuru Nairobi,urban,shop,beneficiary
0x19f160FBB602D9dE3a416989DE15583d2e35E23a,Female,Mukuru Nairobi,urban,labour,beneficiary
0x86EcC860E1D7d5F03Dc7ceB09B661B0832787da7,Female,Kinango Kwale,rural,farming,beneficiary
0xc096DB48b1d3de7405Ef19C390d58F39aCfd9263,Male,Misc Nairobi,urban,environment,beneficiary
0xC07E4004593B9461130647a247E3240afC296836,Male,Kinango Kwale,rural,farming,beneficiary
0x85dA2F1968E6f89402CC4499bC3DF35b9a54D268,Female,Kinango Kwale,rural,farming,beneficiary
0xf5F73b4dde258d0f56dD4aBCaAA54cD4967e9A91,Female,Kinango Kwale,rural,shop,beneficiary
0x4771DcAd73560D2e03936a4Ab11A32a4fc5339A9,Female,Kinango Kwale,rural,farming,beneficiary
0xa9529dd59ce8B0275ADBa745c06F10cd5f06ae5d,Male,Kinango Kwale,rural,farming,beneficiary
0x75c6f6a524152999d09Ecf0B848f06214C248353,Female,Mukuru Nairobi,urban,shop,beneficiary
0x2DAb78c07Fef910797E9fd444513D4B8A5b3391f,Male,Kinango Kwale,rural,fuel/energy,beneficiary
0xb8Dc0982eCB1c1d948C83A7285c93ad21129dbf3,Male,Kinango Kwale,rural,fuel/energy,beneficiary
0x94B0CAc5b4D8FCD50af1b2F30718B0eEB6F01F35,Female,Kinango Kwale,rural,farming,beneficiary
0x3Ef0b28832eDB78aE8E7A446087440bc2A7ba19d,Male,Mukuru Nairobi,urban,food,beneficiary
0x62621CDB0fDd7088AaF6C72dbf7e5Ff6294C80DB,Female,Mukuru Nairobi,urban,labour,beneficiary
0x0424CaC2D36Cab89fD77F51eF83FA2f789888738,Male,Mukuru Nairobi,urban,shop,beneficiary
0x847E0426cB911b89F5b1CE44d4D1D7dEA2843759,Female,Mukuru Nairobi,urban,food,beneficiary
0x1080b84f8defB2082E5ebEBe29db8303150d8763,Female,Kinango Kwale,rural,food,beneficiary
0xFB2a2200884e6275d5b0C124Ed392ccF3279074E,Female,Mukuru Nairobi,urban,labour,beneficiary
0xf6b895aB548E45440657c2F3C60E4CC723AE4E8d,Male,Mukuru Nairobi,urban,shop,beneficiary
0xfBDc72663F5AbeD10572cA0917C33a337744657c,Male,Mukuru Nairobi,urban,shop,beneficiary
0x661Cb898AC7F49F242F16227Db6704c9Eace40bF,Male,Mukuru Nairobi,urban,food,beneficiary
0x412f850e299bEA9B901aeFDFB9516792b10df32a,Male,Mukuru Nairobi,urban,food,beneficiary
0x0870C1981846Ac31E013cED972E44bec86852FAF,Female,Kinango Kwale,rural,farming,beneficiary
0x777e2578C9544d7ea3Dd573d74469902f753D65d,Male,Kinango Kwale,rural,farming,beneficiary
0xa58D750bbf67cdbaEfc470F03e991125BC8103b9,Female,Mukuru Nairobi,urban,water,beneficiary
0x81fEfE37b2B5FB2B5e7A6148B4B2c6D5c3126eEE,Male,Kinango Kwale,rural,shop,beneficiary
0x93E1fE61E83f9706457A895D0a3cA13A75f5aFE2,Female,Mukuru Nairobi,urban,labour,beneficiary
0x185EB3E4583067c7A1458e9e1E9d2aB25b6eF201,Female,Kinango Kwale,rural,savings,group_account
0x9FeC54beDA22F0213f20C9AD7B6AD873763786Ea,Female,Kinango Kwale,rural,fuel/energy,beneficiary
0x27081936aB0C6804309d0e0f6C043b1F7C3733fe,Female,Kinango Kwale,rural,farming,beneficiary
0x7AB2cab8173d5c71c911D66D8E595794B1fcDFD1,Male,Mukuru Nairobi,urban,shop,beneficiary
0x94029C50F16EE2027dcaC06A386bB29F3495fe76,Male,Kinango Kwale,rural,labour,beneficiary
0xFa007f6d89aaEDa2c0099ca48CD4112519B103ac,Female,Kinango Kwale,rural,shop,beneficiary
0x9C0BD5AF5C5221d2299Daf1bE8372D439eE9E07A,Male,Mukuru Nairobi,urban,shop,beneficiary
0x6e83E450d8Fc282e98f2Ab3d81a77a473bE07Bb7,Female,Kinango Kwale,rural,farming,beneficiary
0x645eDA0d1CEb908f29EF04c8f466a850c90F46B5,Female,Mukuru Nairobi,urban,shop,beneficiary
0xf1B50936E59fEeccC4F90d764912B38136ef7D49,Female,Kinango Kwale,rural,farming,beneficiary
0x2D9435a124463850C3576C35774a7517CBb305C2,Male,Kinango Kwale,rural,transport,beneficiary
0x16DD94Ad7E4d4831A9289F8544791C11B5a7185D,Female,Kinango Kwale,rural,shop,beneficiary
0x407574bf75127d5a67266c093c4fA249fc16ed5f,Male,Kinango Kwale,rural,transport,beneficiary
0xC0B98C74cd8015756DC4Ad78E5a88e7910D390F2,Female,Kinango Kwale,rural,farming,beneficiary
0x2345afc4422F0303BaB5838D4AC112db3bC4f761,Female,Kinango Kwale,rural,farming,beneficiary
0x02a79A49427A51b041b828EE629e6Bd0878ECD55,Male,Kinango Kwale,rural,farming,beneficiary
0xF93576c95B53135bF9E6397D446249Da59B47757,Male,Kinango Kwale,rural,farming,beneficiary
0xe803aA45F1620091d5a0ca677994eFd5268c0a8c,Male,Kinango Kwale,rural,farming,beneficiary
0x2820d3f63F9b2B4a3B43b1b15d606a9fee5aCd1A,Female,Kinango Kwale,rural,fuel/energy,beneficiary
0x436830048D3e4668147cF920d7437a69ece74C6b,Male,Kinango Kwale,rural,farming,beneficiary
0x4Aa88eB3275fcEEFf850e5DE0C9D6c9A035147A8,Male,Kinango Kwale,rural,farming,beneficiary
0x71D02ab3bA55E3009E0EF8AB28DF79208797Ea5B,Male,Kinango Kwale,rural,fuel/energy,beneficiary
0x763eC422c9fCD3277A9d81d3A68779d614Ad8E86,Male,Kinango Kwale,rural,farming,beneficiary
0x84B231034156323f8D7fdbDF369E4b454492eDe2,Male,Kinango Kwale,rural,farming,beneficiary
0xc1cDB94bCEf4281A28B54Eeb77097e487beE80dF,Male,Kinango Kwale,rural,transport,beneficiary
0xAeBFF7E8633f009429fdFfdcEE038a3f82D90a60,Female,Kinango Kwale,rural,shop,beneficiary
0x7Bf49c09625C1D6B5200bd7d0D5aE1b46FdEEA4C,Male,Kinango Kwale,rural,farming,beneficiary
0xC37BA49752c5Df437c32675e3cdEC656c0C48A1c,Female,Kinango Kwale,rural,farming,beneficiary
0x54e18200Dce4874B183f708aF6574FddaAD8d0aF,Male,Kinango Kwale,rural,farming,beneficiary
0x304934498c980620255C0E4b4a0792B18521e35D,Female,Kinango Kwale,rural,fuel/energy,beneficiary
0x27Bf070bd6BfE8bE574b5F57A08Ab598599cBDfC,Male,Kinango Kwale,rural,food,beneficiary
0xe1734D24305981d061a38cbb02C35B7fff879a5b,Female,Kinango Kwale,rural,farming,beneficiary
0x449A05CF78B4335B29a6B90A93636e129a6c4640,Female,Misc Nairobi,urban,labour,beneficiary
0x1913463B05C778491d589DBeed497CC7f7BDA505,Female,Kinango Kwale,rural,farming,beneficiary
0x9DCfA22557b0BC94F9429bFf427C358634b0430f,Male,Kinango Kwale,rural,transport,beneficiary
0xBCcfa6E62F1AaCC6DC9D805E0Dc26103d771B0b5,Female,Kinango Kwale,rural,shop,beneficiary
0xCc9e016aCD2f5895EF18f5B4F4431B035fB7009e,Female,Kinango Kwale,rural,farming,beneficiary
0xb04CB1C585BeD31eE7169811A98b4440921180f2,Female,Misc Nairobi,urban,labour,beneficiary
0x82562a36d77581E5624D2FE669dD38BEaAb0D1AF,Male,Mukuru Nairobi,urban,labour,beneficiary
0xc132c7B739A102A77150946885D044872CC1C199,Male,Mukuru Nairobi,urban,labour,beneficiary
0x4b2993D72fbbB1096A804133ed284895230a179B,Male,Kinango Kwale,rural,farming,beneficiary
0x4dD48733295B0dc5775a130F856AAbe54D9284b7,Male,Mukuru Nairobi,urban,transport,beneficiary
0x8c39E9106dA50399520E464A09B16C9aA61d71dE,Male,Kinango Kwale,rural,farming,beneficiary
0x9070eba6773659af0e804bA6e9c156Cd96d89f67,Male,Mukuru Nairobi,urban,transport,beneficiary
0xAA520774661698bB0E2c3F88948F1074146f496c,Male,Mukuru Nairobi,urban,food,beneficiary
0xcF552a3Fe2596DF92f42f1c9Fc271FACa10e6EE9,Male,Mukuru Nairobi,urban,shop,beneficiary
0xfAa5C86B5A03e4951ee3cfb9Be4bD88b334E7bD9,Female,Mukuru Nairobi,urban,labour,beneficiary
0xf2e3760695dE06268d48896Eb3Ed8EafC64802fE,Male,Mukuru Nairobi,urban,water,beneficiary
0x4C40F09B628F67D6D0146bAf8973Fb8b677d65B2,Female,Mukuru Nairobi,urban,food,beneficiary
0x05F1eD872A2b3ff525beFF65058ee23BFC236A4c,Male,Mukuru Nairobi,urban,shop,beneficiary
0x505B93CE2245BC5Ec10628065777817487313830,Male,Mukuru Nairobi,urban,labour,beneficiary
0x3c91323C5ef78b725730F71f75dF1E833bD8d583,Female,Mukuru Nairobi,urban,shop,beneficiary
0x74Bb5FAaFd461dAec05C7f384a09eD4e776fE7C5,Male,Mukuru Nairobi,urban,labour,beneficiary
0x6725Ea6c98cD065Eb4a9931896Cd2245E753C3C3,Female,Mukuru Nairobi,urban,labour,beneficiary
0xcd47ce605D0E86D6dd870425F1Bace43DAA0Cc06,Female,Mukuru Nairobi,urban,food,beneficiary
0x92BD639eb257C0DC3AC10200fFeEe52ad2803e86,Female,Mukuru Nairobi,urban,labour,beneficiary
0xFD39aE7f16a220188f589b0f4CF4aBc9f4358823,Male,Mukuru Nairobi,urban,shop,beneficiary
0xFe50F5Db8173109546F032581b3809E880a13704,Male,Kinango Kwale,rural,other,beneficiary
0x9047E45F58B8f3247d25a4fcFDa8ed148377b3a9,Female,Mukuru Nairobi,urban,shop,beneficiary
0xe314965B724ac008ed7038695303ea9d3CeEed8D,Female,Mukuru Nairobi,urban,food,beneficiary
0xceD3bdDE6dDf346eb7cB0Ff8CA4C3A88B4854Fcb,Female,Kinango Kwale,rural,farming,beneficiary
0x4CBC36226C7e54fE9b28d941bA0B8381e321AC87,Male,Kinango Kwale,rural,farming,beneficiary
0x05dD7E63926bceDa702d06d283de7Ee949F01403,Male,Mukuru Nairobi,urban,shop,beneficiary
0x88C58902Cb5cdfF6dB2d00f9a26AcD0b36d32e18,Female,Kinango Kwale,rural,food,beneficiary
0x6131a92D539eC3f8Ff11A9664756737de9069Be0,Male,Mukuru Nairobi,urban,labour,beneficiary
0x4Da607d3fC2b536e6fA297101088925902259788,Female,Kinango Kwale,rural,food,beneficiary
0x0900354839dF2b710CCEDcBE2A9A60bC8400c858,Female,Mukuru Nairobi,urban,labour,beneficiary
0x81F01F4D07475deeed43cc42eD25F43D723Ead3a,Female,Mukuru Nairobi,urban,labour,beneficiary
0xa33aFC83201bb986afE11Ef4D14A2255B6D041ec,Female,Misc Nairobi,urban,labour,beneficiary
0x6263611b8d2FdBCA90514F30504141914A6a6A17,Female,Mukuru Nairobi,urban,labour,beneficiary
0x5A02016432dB16c473C81bf45dc52CF0E91cf2Ef,Female,Mukuru Nairobi,urban,labour,beneficiary
0x95E6d4133C6834FB67a2B32DCb7008de57DAb720,Male,Kinango Kwale,rural,farming,beneficiary
0xb0c9797615CDab17C9fd8c6A73E39BF3AbD6694a,Female,Mukuru Nairobi,urban,labour,beneficiary
0x1516c24585DD69eD8d9F507A7d4A1470F6ee8e19,Female,Mukuru Nairobi,urban,labour,beneficiary
0x38F931D84F6f064e765373D34120ee1fbd088aa1,Female,Mukuru Nairobi,urban,labour,beneficiary
0x7626531cc0e18Ca07E14A1C428114f1e44FC2822,Male,Kinango Kwale,rural,farming,beneficiary
0x7Cd56436b926e4cDBb2D58776Da25Ff9127BA256,Female,Mukuru Nairobi,urban,food,beneficiary
0x3f2f30Be966C1b92BF6bE1252B34C42488027eF7,Female,Mukuru Nairobi,urban,food,beneficiary
0xc528Bc897c110aB16eB24bf6585CD496ee3cC3C8,Female,Kinango Kwale,rural,farming,beneficiary
0x7B57d050E0A9eC00EF3C9B8eFDD8483eC2f1a746,Female,Mukuru Nairobi,urban,food,beneficiary
0x389b28D1371b83c669e110b605B1fA9afBDf9fc9,Male,Mukuru Nairobi,urban,labour,beneficiary
0x95FED04181209995867b69409F1EDff93B279fD2,Female,Kinango Kwale,rural,food,beneficiary
0x96fBba9F0a73a3575275789F03E5cc8DC23d13e6,Female,Mukuru Nairobi,urban,shop,beneficiary
0x683f8F770bc0d448d9E30451cA4bB63a08A403a1,Female,Kinango Kwale,rural,food,beneficiary
0x08E4B2778817e24423119DBC5ce666f68134302a,Male,Kinango Kwale,rural,farming,beneficiary
0x0451EbA3Cf96fae393D9555242426678A5b1095c,Female,Kinango Kwale,rural,fuel/energy,beneficiary
0x070c5Fb2f18D51D2c8B8b056F31CdC32780DC6F5,Female,Kinango Kwale,rural,farming,beneficiary
0xcB72597d85d62853Fed7A3a5aB45F6Ed0Bc1e599,Female,Kinango Kwale,rural,farming,beneficiary
0xBcDC75Fd2C208b18cC11b4E1b0501787A0C090Fe,Female,Kinango Kwale,rural,food,beneficiary
0x9A403FCF956Cf5b667196Db1075b90430b6F2FBD,Female,Kinango Kwale,rural,farming,beneficiary
0xF2c79690A1689ac6054bf84832c079c083ffE693,Female,Kinango Kwale,rural,farming,beneficiary
0xc463262a8411F06c2CdFEB5FeD02733503380465,Female,Kinango Kwale,rural,education,beneficiary
0x33a17D061C495fE1E88C3F600ADC17cAD18E8f24,Female,Kinango Kwale,rural,farming,beneficiary
0xB20324703d6E70B23bA0dCC53a9A751DD8eBA1B5,Female,Kinango Kwale,rural,food,beneficiary
0x26b436e7162Ad8eD355bA013266b1F72Ab7c32Fb,Female,Kinango Kwale,rural,farming,beneficiary
0x00A48649e8D1A79D9A99bAB392037B5E619f632a,Female,Mukuru Nairobi,urban,fuel/energy,beneficiary
0xdeB622856293a1bC4e9CCf06465117004a4612EC,Female,Kinango Kwale,rural,farming,beneficiary
0x8BeC5340FcEc1a2b029a06F67000077A0555F005,Female,Kinango Kwale,rural,food,beneficiary
0x3D29c0291A56BD753274920d541EBA97Dd1C4f47,Female,Misc Nairobi,urban,labour,beneficiary
0x5B11B3C28654fF72Ee5715174694BD653c3f753e,Male,Kinango Kwale,rural,farming,beneficiary
0x64935C1c7b0D74D40165ed9E20587d816Fd707fE,Male,Kinango Kwale,rural,farming,beneficiary
0x09cb87dd9Ad9210E2c5d4db925F2a87074c1A88e,Female,Kinango Kwale,rural,farming,beneficiary
0x6743BF8F4c047991905C310082bdb4145660284a,Male,Kinango Kwale,rural,shop,beneficiary
0x38bA2f6CCD351Ad4cf79d67ec5135d1630833c95,Female,Mukuru Nairobi,urban,labour,beneficiary
0x16FB788433CF84A0D2f762eA22314fB2c935037B,Female,Kinango Kwale,rural,farming,beneficiary
0xAB2747040a7bA538D50FC36fEBA1381Ad793B5B3,Male,Misc Nairobi,urban,food,beneficiary
0xaE977B91D3CfC2b06C27A6158f1ec3f61a9680a6,Female,Kinango Kwale,rural,food,beneficiary
0xdb4d8f22F143B85c1A279A08726A110D4588d366,Female,Mukuru Nairobi,urban,food,beneficiary
0x6a4C8cC62DEfA030c1390C11f913897D8ac651a4,Female,Kinango Kwale,rural,farming,beneficiary
0x97165Cb232181e67BC68F579Bb7eF47907b44c83,Female,Kinango Kwale,rural,food,beneficiary
0xE80f39FaF8B8E00c0bb5eA21fe30213Cfb5e4E07,Male,Mukuru Nairobi,urban,shop,beneficiary
0xF85D26f49e33c22297D3500f4C54f6C9012ECF8c,Male,Mukuru Nairobi,urban,transport,beneficiary
0xd30E81Cc26074be210dB1691a7074446CCC3774b,Male,Kinango Kwale,rural,food,beneficiary
0x50cF45FAdF69D58D184E797155e87B29c941939F,Female,Kinango Kwale,rural,food,beneficiary
0xe54349648c21d0C432b96B52e6139d124113ea53,Female,Mukuru Nairobi,urban,food,beneficiary
0x1A015bE93d31F7D2B6609d4F2Df9A99e6Bb7Ad29,Female,Kinango Kwale,rural,food,beneficiary
0x099fC27F0a140Ffd7F13A9361e0b3Ccf7247EFDB,Female,Kinango Kwale,rural,food,beneficiary
0xdbe84CD664dcA3fbAc5c53052155fb526308e81C,Female,Mukuru Nairobi,urban,fuel/energy,beneficiary
0x964a42325BcAe4f75B824355da7BE0A883a354eF,Female,Kinango Kwale,rural,food,beneficiary
0x791b3bB33d7a2e79dC4988323b021e7913975Eba,Female,Kinango Kwale,rural,other,beneficiary
0xe7C7b21B853e770B93dA2029416dBb9E584888b1,Female,Mukuru Nairobi,urban,food,beneficiary
0x317582D8c3c85073cb51b8Df7c1e9cB66903Fcc3,Female,Kinango Kwale,rural,food,beneficiary
0x815B58cdF87662C2aC4A0443d70b32e9828124c1,Female,Mukuru Nairobi,urban,labour,beneficiary
0xbDd0c7612ea1cBeD6980477A2C3c3B41EC677fe3,Female,Mukuru Nairobi,urban,food,beneficiary
0x83bC7eD1a4Bd30ad4E7a36c2862ef9b31788a504,Female,Mukuru Nairobi,urban,shop,beneficiary
0x93cEa807Bd0E22a3E7b8518dFE1B22767868bBe5,Female,Mukuru Nairobi,urban,labour,beneficiary
0x0BB68Ed9c437393e05612C71b2dbDD6E7b5c265C,Male,Mukuru Nairobi,urban,water,beneficiary
0xf4afFa11516A098EceA93dAf261a07932E10A2f6,Female,Mukuru Nairobi,urban,water,beneficiary
0xB5097F2489aC25F81821EED27Ef0564D84B2B69D,Female,Mukuru Nairobi,urban,food,beneficiary
0x172c4Cb870268a6Fd32862AA00FB8534ee0667Ae,Female,Mukuru Nairobi,urban,food,beneficiary
0x014fF481f51647FCEB3174f3512cE63ebe8888Ed,Female,Mukuru Nairobi,urban,food,beneficiary
0x4747C78AC65366E5abA638bae947C58C0C4918bF,Female,Kinango Kwale,rural,food,beneficiary
0x33583E4504f60c7272325eFF971B2d9270F75E7D,Female,Kinango Kwale,rural,fuel/energy,beneficiary
0x2D46FE22bcF25a1f7FCf2bDC5B95208c3b4758B8,Female,Misc Nairobi,urban,labour,beneficiary
0x0443750E0c1Ec83fb8b2a5dc9f092bd1F155609b,Female,Mukuru Nairobi,urban,labour,beneficiary
0x10591B8C4aB682D572e6891e6f6780fC7BFeb582,Female,Kinango Kwale,rural,fuel/energy,beneficiary
0xA0fCb40eC5C2a3A52DEb20159e3F86aDe27f217f,Female,Mukuru Nairobi,urban,shop,beneficiary
0x5FD0afeAa618c541972EB5d1E6DFf66E3C7d1f38,Female,Mukuru Nairobi,urban,shop,beneficiary
0x9A699F8c6039375B816B8CF23953efE69906A084,Female,Kinango Kwale,rural,shop,beneficiary
0x1548c3A02C3755c4f5E5529d37b5c3D6c0a5E0FF,Female,Kinango Kwale,rural,shop,beneficiary
0x84093D229A2E5C2dd4b8d4aA30e6CA4583606c33,Male,Kinango Kwale,rural,farming,beneficiary
0x5bC22EaeC795cEC157Ad1734315f26251a7Cb1b3,Female,Kinango Kwale,rural,fuel/energy,beneficiary
0x6af25B261BfC22423D03DD5712C5C61A194E76F4,Female,Kinango Kwale,rural,shop,beneficiary
0x0Fb9e5fa7c2ca4d85c0F993F15811031ddAB3793,Female,Kinango Kwale,rural,food,beneficiary
0x0DA5c13F380230E2366FD08593e2dC6cd6825486,Female,Mukuru Nairobi,urban,food,beneficiary
0x092C7CE353b7e3267AABDadEC742549b032615BC,Female,Mukuru Nairobi,urban,labour,beneficiary
0xD96B54F769CAE3bB374D25340675097179537F53,Female,Kinango Kwale,rural,fuel/energy,beneficiary
0x64Ba87dC0540Ec3C0d09c1e9Db2417a2f4a5E13b,Female,Mukuru Nairobi,urban,water,beneficiary
0x733D9484bC8b5939d71a7AdFE453fF903958f754,Female,Mukuru Nairobi,urban,labour,beneficiary
0x1BcbE5AfAF438387aef443BA4d13E68F1c3A7D69,Female,Kinango Kwale,rural,farming,beneficiary
0x5652F42BaD4D204C92BEEE0a601312D0AD87780F,Male,Kinango Kwale,rural,shop,beneficiary
0x76b943AF9D4E51b719917273eFF6d01696315dd2,Male,Mukuru Nairobi,urban,water,beneficiary
0x4560BEB93F92EC734481d36EaB270d62194794B3,Female,Misc Nairobi,urban,food,beneficiary
0x90129c0375C72288C00D4a0F23AB43d651621dEd,Female,Mukuru Nairobi,urban,food,beneficiary
0xD8795ef0AEB0e2F16d5E78318fAb21e7ddae7B7b,Male,Mukuru Nairobi,urban,environment,beneficiary
0x5cf44292F986e6C94DCD1a03ED70a06C151c1fF3,Female,Kinango Kwale,rural,fuel/energy,beneficiary
0x5D87ff39acb85b800434E0F03a5eD86344e95914,Male,Kinango Kwale,rural,farming,beneficiary
0xb0c70257a6fB7645ECbBf63e29B611E1A6ea8498,Female,Kinango Kwale,rural,food,beneficiary
0xf399633768EDc168085d4d5E1D4e050B28368A14,Female,Kinango Kwale,rural,shop,beneficiary
0xc05f8d1bABC2246Fa847820D8e80F17cdA7E299b,Male,Kinango Kwale,rural,farming,beneficiary
0xAeFaf8E6C2Db15A4e5282BC81361b2A39B736051,Male,Misc Nairobi,urban,shop,beneficiary
0x5415Ee86352Cf3992aD7A88209b45Ba0d8e4921B,Female,Kinango Kwale,rural,farming,beneficiary
0xadF0f4F88fe3BA61592bd27F4212182ADf4d4BA8,Male,Kinango Kwale,rural,transport,beneficiary
0xAa72bB87c3B9B1b0d86E9D46e017b485866A09dC,Female,Kinango Kwale,rural,shop,beneficiary
0x72Fb6da44dE3c5845513f79f2388405A70733E83,Female,Kinango Kwale,rural,farming,beneficiary
0x35fA86891315E7f46d95dAFb8905f124a44f6E8D,Male,Kinango Kwale,rural,food,beneficiary
0xad5FC726022a8897C024D20Dbb5188Cc02CEaaDF,Male,Kinango Kwale,rural,fuel/energy,beneficiary
0x23354d39B95292CE263F20310659AD1fCD055953,Male,Kinango Kwale,rural,shop,beneficiary
0xC1b2B462bb1aD38F6c0522A0D8f0BCf4F9b9777E,Female,Kinango Kwale,rural,farming,beneficiary
0x25f0F83Fef08559E7bc76F9654bFF02E32b27BFd,Female,Kinango Kwale,rural,farming,beneficiary
0xB526e7711d16F14b02e42E560cBea4A6a8Ea3B95,Male,Kinango Kwale,rural,food,beneficiary
0x12174493d96765cf106997852a130075F93a17EB,Male,Kinango Kwale,rural,fuel/energy,beneficiary
0xe3C5c9ab87d60d4e4CB3a22C24584f2607Cf969F,Male,Kinango Kwale,rural,transport,beneficiary
0xFBE100ff16fDAEaFAC46DaDfA0803d6893515049,Male,Kinango Kwale,rural,fuel/energy,beneficiary
0x9D91f63fB228F49783f52D4200145068cbDFbC43,Male,Kinango Kwale,rural,farming,beneficiary
0x52395c5Ba84327DB7F61B8b88e392c2DA3Be770A,Female,Kinango Kwale,rural,farming,beneficiary
0x7BB3ACBaff7fa02AfFF8731293BDD8d3E1241ab3,Female,Kinango Kwale,rural,food,beneficiary
0x2a27B2627262b0468Dedd895526d36Df28247c43,Female,Kinango Kwale,rural,labour,beneficiary
0x50B82BaC551A82dC38232ec8c9152187Baa657e8,Female,Kinango Kwale,rural,food,beneficiary
0x61Ae5225C98BF107A26E828181EF8dD4672531Ea,Female,Kinango Kwale,rural,fuel/energy,beneficiary
0x6fdCC2E30fcD7B0919222db55413aAd38dfdEdD8,Female,Kinango Kwale,rural,food,beneficiary
0x9C625De6663B0cE1fc94Cc90586D8CCe2F290A42,Female,Kinango Kwale,rural,food,beneficiary
0x8F55Fa8b4a1aE8734e94AA5447a3E54D92b0B00C,Female,Kinango Kwale,rural,food,beneficiary
0x6A572f9171833B28f38301609758940E070D0D10,Female,Kinango Kwale,rural,farming,beneficiary
0x1edA46eC3F8FAa422778Eced38AaF22F95eCB6D2,Female,Kinango Kwale,rural,farming,beneficiary
0x4A74Fd2e8e18851478412F8DE62a635A2E650931,Female,Mukuru Nairobi,urban,food,beneficiary
0x30925BdfF5D049E0173B736e7a3a0Ef72142dDC4,Female,Kinango Kwale,rural,farming,beneficiary
0xC6c26889fE06B8337a2c4B5f00AeAf220f401706,Female,Kinango Kwale,rural,food,beneficiary
0x2FE4f3C5f1Cb505fF78F239EDc031531c154792c,Female,Kinango Kwale,rural,farming,beneficiary
0x111FC2089E794A8e837897cD64B7620123e2dc7f,Female,Kinango Kwale,rural,food,beneficiary
0x9957580ddaf2d288CeED4e04416ddfc6aBD8C2fc,Female,Kinango Kwale,rural,shop,beneficiary
0x019820e0d63eCeA12a9c261693dF5aa1E89bEAd2,Male,Kinango Kwale,rural,farming,beneficiary
0x2EDf76176aEB23a701082564f04DFE53239Cbb88,Female,Kinango Kwale,rural,food,beneficiary
0xAE2d164D4bB179a6a3A14625F476875955C2dE74,Male,Kinango Kwale,rural,farming,beneficiary
0xeA904640A2650Ee6a3BD05D3868549644fe6d71C,Male,Kinango Kwale,rural,farming,beneficiary
0xacB7552c609018437D521dEA80481E8bc3B89d18,Male,Kinango Kwale,rural,shop,beneficiary
0xf521135F5D47Dbcd447B6CFbf1127d8370825109,Female,Mukuru Nairobi,urban,labour,beneficiary
0x3d58AB19c97f6C26a755f2bF5C74A18eAf74E846,Female,Kinango Kwale,rural,food,beneficiary
